CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,target,Residual_signed,Residual,Residual_CV
0.11747,12.5,7.87,0,0.524,6.009,82.9,6.2267,5,311.0,15.2,396.9,13.27,18.9,-0.8600000000000207,0.7396000000000357,0.00960399999999771
0.09378,12.5,7.87,0,0.524,5.889,39.0,5.4509,5,311.0,15.2,390.5,15.71,21.7,0.23399999999998755,0.05475599999999418,1.7609289999999198
0.62976,0.0,8.14,0,0.538,5.949,61.8,4.7075,4,307.0,21.0,396.9,8.26,20.4,-0.017000000000031434,0.0002890000000010688,0.26780624999999086
0.63796,0.0,8.14,0,0.538,6.096,84.5,4.4619,4,307.0,21.0,380.02,10.26,18.2,-0.6380000000000265,0.4070440000000339,1.5215222499999896
0.62739,0.0,8.14,0,0.538,5.834,56.5,4.4986,4,307.0,21.0,395.62,8.47,19.9,-0.17000000000003368,0.02890000000001145,0.23863225000001925
1.05393,0.0,8.14,0,0.538,5.935,29.3,4.4986,4,307.0,21.0,386.85,6.58,23.1,0.8230000000000253,0.6773290000000416,2.262015999999972
0.7842,0.0,8.14,0,0.538,5.99,81.7,4.2579,4,307.0,21.0,386.75,14.67,17.5,-0.5429999999999993,0.2948489999999992,0.32890224999999507
0.80271,0.0,8.14,0,0.538,5.456,36.6,3.7965,4,307.0,21.0,288.99,11.69,20.2,0.4829999999999792,0.23328899999997993,4.915089000000042
0.7258,0.0,8.14,0,0.538,5.727,69.5,3.7965,4,307.0,21.0,390.95,11.28,18.2,-0.41200000000002746,0.16974400000002263,0.8136039999999954
1.25179,0.0,8.14,0,0.538,5.57,98.1,3.7979,4,307.0,21.0,376.57,21.02,13.6,-0.32699999999999463,0.10692899999999649,0.782340249999986
0.85204,0.0,8.14,0,0.538,5.965,89.2,4.0123,4,307.0,21.0,392.53,13.83,19.6,0.19000000000001904,0.03610000000000724,0.6980602499999639
1.23247,0.0,8.14,0,0.538,6.142,91.7,3.9769,4,307.0,21.0,396.9,18.72,15.2,-0.2270000000000163,0.0515290000000074,0.25704899999998704
0.98843,0.0,8.14,0,0.538,5.813,100.0,4.0952,4,307.0,21.0,394.54,19.88,14.5,-0.18799999999999528,0.035343999999998224,0.6091802499999639
0.75026,0.0,8.14,0,0.538,5.924,94.1,4.3996,4,307.0,21.0,394.33,16.3,15.6,-0.13499999999998735,0.018224999999996584,3.0310810000000172
0.84054,0.0,8.14,0,0.538,5.599,85.7,4.4546,4,307.0,21.0,303.42,16.51,13.9,-0.584000000000005,0.3410560000000058,2.642250250000025
0.67191,0.0,8.14,0,0.538,5.813,90.3,4.682,4,307.0,21.0,376.88,14.81,16.6,-0.5119999999999791,0.2621439999999786,1.3888622499999825
0.95577,0.0,8.14,0,0.538,6.047,88.8,4.4534,4,307.0,21.0,306.38,17.28,14.8,-0.12199999999998568,0.014883999999996504,0.8949159999999592
0.77299,0.0,8.14,0,0.538,6.495,94.4,4.4547,4,307.0,21.0,387.94,12.8,18.4,-0.6030000000000264,0.3636090000000318,1.65636899999997
1.00245,0.0,8.14,0,0.538,6.674,87.3,4.239,4,307.0,21.0,380.23,11.98,21.0,-0.9840000000000053,0.9682560000000104,1.2678760000000107
1.13081,0.0,8.14,0,0.538,5.713,94.1,4.233,4,307.0,21.0,360.17,22.6,12.7,-0.7980000000000143,0.6368040000000228,2.0793639999999853
1.35472,0.0,8.14,0,0.538,6.072,100.0,4.175,4,307.0,21.0,376.73,13.04,14.5,-2.128,4.528384000000001,2.9894409999999727
1.38799,0.0,8.14,0,0.538,5.95,82.0,3.99,4,307.0,21.0,232.6,27.71,13.2,-1.1220000000000176,1.2588840000000396,0.10239999999999563
1.15172,0.0,8.14,0,0.538,5.701,95.0,3.7872,4,307.0,21.0,358.77,18.35,13.1,-0.6659999999999968,0.4435559999999958,1.810370250000037
1.61282,0.0,8.14,0,0.538,6.096,96.9,3.7598,4,307.0,21.0,248.31,20.34,13.5,-0.3309999999999995,0.10956099999999969,0.8835999999999924
0.06417,0.0,5.96,0,0.499,5.933,68.2,3.3603,5,279.0,19.2,396.9,9.68,18.9,-0.8460000000000285,0.7157160000000482,0.4991422500000178
0.09744,0.0,5.96,0,0.499,5.841,61.4,3.3779,5,279.0,19.2,377.56,11.41,20.0,-0.544000000000004,0.2959360000000044,1.043462249999992
0.08014,0.0,5.96,0,0.499,5.85,41.5,3.9342,5,279.0,19.2,396.9,8.77,21.0,-0.02999999999999403,0.0008999999999996419,0.10432900000000025
0.17505,0.0,5.96,0,0.499,5.966,30.2,3.8473,5,279.0,19.2,393.43,10.13,24.7,1.2210000000000036,1.490841000000009,0.49984900000000104
0.02763,75.0,2.95,0,0.428,6.595,21.8,5.4011,3,252.0,18.3,395.63,4.32,30.8,0.8949999999999854,0.8010249999999738,0.8019202500000226
0.03359,75.0,2.95,0,0.428,7.024,15.8,5.4011,3,252.0,18.3,395.62,1.98,34.9,0.6999999999999602,0.4899999999999443,0.5692702499999467
0.12744,0.0,6.91,0,0.448,6.77,2.9,5.7209,3,233.0,17.9,385.41,4.84,26.6,-1.7999999999999616,3.2399999999998617,0.5557702499999998
0.1415,0.0,6.91,0,0.448,6.169,6.6,5.7209,3,233.0,17.9,383.37,5.81,25.3,0.33999999999999275,0.11559999999999507,0.1069290000000267
0.15936,0.0,6.91,0,0.448,6.211,6.5,5.7209,3,233.0,17.9,394.46,7.44,24.7,0.040999999999993264,0.0016809999999994477,0.37699600000001837
0.12269,0.0,6.91,0,0.448,6.069,40.0,5.7209,3,233.0,17.9,389.39,9.55,21.2,-0.16600000000001813,0.02755600000000602,0.0015210000000006696
0.17142,0.0,6.91,0,0.448,5.682,33.8,5.1004,3,233.0,17.9,396.9,10.21,19.3,-0.3489999999999789,0.12180099999998525,0.24800399999999048
0.18836,0.0,6.91,0,0.448,5.786,33.3,5.1004,3,233.0,17.9,396.9,14.15,20.0,0.05500000000000327,0.0030250000000003594,1.5018502499999484
0.22927,0.0,6.91,0,0.448,6.03,85.5,5.6894,3,233.0,17.9,392.74,18.8,16.6,-1.6139999999999866,2.604995999999957,0.11526024999997898
0.25387,0.0,6.91,0,0.448,5.399,95.3,5.87,3,233.0,17.9,396.9,30.81,14.4,-1.638000000000007,2.683044000000023,1.4859609999999552
0.21977,0.0,6.91,0,0.448,5.602,62.0,6.0877,3,233.0,17.9,396.9,16.2,19.4,0.03199999999997516,0.0010239999999984103,0.05712100000001225
0.08873,21.0,5.64,0,0.439,5.963,45.7,6.8147,4,243.0,16.8,395.56,13.45,19.7,-0.4440000000000204,0.1971360000000181,0.21483224999999323
0.04337,21.0,5.64,0,0.439,6.115,63.0,6.8147,4,243.0,16.8,393.97,9.43,20.5,-0.7399999999999949,0.5475999999999924,0.009604000000003282
0.0536,21.0,5.64,0,0.439,6.511,21.1,6.8147,4,243.0,16.8,396.9,5.28,25.0,-0.3519999999999932,0.12390399999999521,0.7276090000000329
0.04981,21.0,5.64,0,0.439,5.998,21.4,6.8147,4,243.0,16.8,396.9,8.43,23.4,0.9359999999999715,0.8760959999999467,0.7568999999999956
0.0136,75.0,4.0,0,0.41,5.888,47.6,7.3197,3,469.0,21.1,396.9,14.8,18.9,0.04399999999997917,0.0019359999999981666,1.615441000000011
0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226.0,17.9,395.93,4.81,35.4,0.5289999999999608,0.27984099999995854,0.09985600000001506
0.02055,85.0,0.74,0,0.41,6.383,35.7,9.1876,2,313.0,17.3,396.9,5.77,24.7,0.6229999999999976,0.38812899999999695,0.39627025000000915
0.01432,100.0,1.32,0,0.411,6.816,40.5,8.3248,5,256.0,15.1,392.9,3.95,31.6,0.2130000000000436,0.045369000000018575,0.012656250000002558
0.15445,25.0,5.13,0,0.453,6.145,29.2,7.8148,8,284.0,19.7,390.68,6.86,23.3,0.010000000000008669,0.00010000000000017337,0.06996025000000092
0.10328,25.0,5.13,0,0.453,5.927,47.2,6.932,8,284.0,19.7,396.9,9.22,19.6,-0.3459999999999859,0.11971599999999022,0.0989102499999993
0.14932,25.0,5.13,0,0.453,5.741,66.2,7.2254,8,284.0,19.7,395.11,13.15,18.7,-0.13700000000001822,0.018769000000004993,1.1707239999999786
0.17171,25.0,5.13,0,0.453,5.966,93.4,6.8185,8,284.0,19.7,378.08,14.44,16.0,-1.171000000000003,1.3712410000000068,2.6390002500000267
0.11027,25.0,5.13,0,0.453,6.456,67.8,7.2255,8,284.0,19.7,396.9,6.73,22.2,-0.6790000000000056,0.4610410000000076,1.353732250000031
0.1265,25.0,5.13,0,0.453,6.762,43.4,7.9809,8,284.0,19.7,395.58,9.5,25.0,-0.4969999999999928,0.24700899999999282,1.0070122499999623
0.01951,17.5,1.38,0,0.4161,7.104,59.5,9.2229,3,216.0,18.6,393.24,8.05,33.0,-0.10800000000000409,0.011664000000000884,1.8238502500001255
0.03584,80.0,3.37,0,0.398,6.29,17.8,6.6115,4,337.0,16.1,396.9,4.67,23.5,-0.5680000000000014,0.3226240000000016,0.06175224999999644
0.04379,80.0,3.37,0,0.398,5.787,31.1,6.6115,4,337.0,16.1,396.9,10.24,19.4,-0.2840000000000238,0.08065600000001351,0.8779690000000022
0.05789,12.5,6.07,0,0.409,5.878,21.4,6.498,4,345.0,18.9,396.21,8.1,22.0,0.6619999999999919,0.4382439999999893,2.4195802500000285
0.13554,12.5,6.07,0,0.409,5.594,36.8,6.498,4,345.0,18.9,396.9,13.09,17.4,-0.8410000000000188,0.7072810000000317,0.5234522499999557
0.12816,12.5,6.07,0,0.409,5.885,33.0,6.498,4,345.0,18.9,396.9,8.79,20.9,0.11199999999998411,0.012543999999996442,0.3510562499999929
0.08826,0.0,10.81,0,0.413,6.417,6.6,5.2873,4,305.0,19.2,383.73,6.72,24.2,0.0799999999999983,0.006399999999999727,0.2342559999999914
0.15876,0.0,10.81,0,0.413,5.961,17.5,5.2873,4,305.0,19.2,376.94,9.88,21.7,0.21999999999998465,0.04839999999999325,0.14175224999999736
0.09164,0.0,10.81,0,0.413,6.065,7.8,5.2873,4,305.0,19.2,390.91,5.52,22.8,-0.01999999999999602,0.00039999999999984086,0.9331559999999814
0.19539,0.0,10.81,0,0.413,6.245,6.2,5.2873,4,305.0,19.2,377.17,7.54,23.4,-0.16600000000003234,0.02755600000001074,0.008464000000003039
0.07896,0.0,12.83,0,0.437,6.273,6.0,4.2515,5,398.0,18.7,394.92,6.78,24.1,-0.03899999999997661,0.0015209999999981755,0.3624039999999961
0.09512,0.0,12.83,0,0.437,6.286,45.0,4.5026,5,398.0,18.7,383.23,8.94,21.4,-0.6920000000000215,0.4788640000000297,1.0100250000000124
0.10153,0.0,12.83,0,0.437,6.279,74.5,4.0522,5,398.0,18.7,373.66,11.97,20.0,-0.32700000000000884,0.10692900000000578,0.05569599999999863
0.08707,0.0,12.83,0,0.437,6.14,45.8,4.0905,5,398.0,18.7,386.96,10.27,20.8,-0.22599999999997422,0.051075999999988346,0.03591025000000631
0.05646,0.0,12.83,0,0.437,6.232,53.7,5.0141,5,398.0,18.7,386.4,12.34,21.2,0.1889999999999823,0.03572099999999331,0.14707224999997937
0.08387,0.0,12.83,0,0.437,5.874,36.6,4.5026,5,398.0,18.7,396.06,9.1,20.3,-0.3199999999999825,0.10239999999998882,0.1343222500000015
0.04113,25.0,4.86,0,0.426,6.727,33.5,5.4007,4,281.0,19.0,396.9,5.29,28.0,0.4209999999999958,0.17724099999999648,0.09211224999999763
0.04462,25.0,4.86,0,0.426,6.619,70.4,5.4007,4,281.0,19.0,395.63,7.22,23.9,-0.9490000000000265,0.9006010000000503,0.3819240000000202
0.03659,25.0,4.86,0,0.426,6.302,32.2,5.4007,4,281.0,19.0,396.9,6.72,24.8,0.4180000000000099,0.1747240000000083,0.2545202500000181
0.03551,25.0,4.86,0,0.426,6.167,46.7,5.4007,4,281.0,19.0,390.64,7.51,22.9,-0.11600000000002808,0.013456000000006515,0.007832250000000594
0.05059,0.0,4.49,0,0.449,6.389,48.0,4.7794,3,247.0,18.5,396.9,9.62,23.9,0.8699999999999761,0.7568999999999585,0.3825422499999704
0.05735,0.0,4.49,0,0.449,6.63,56.1,4.4377,3,247.0,18.5,392.3,6.53,26.6,-0.4759999999999742,0.22657599999997546,3.4151039999999964
0.05188,0.0,4.49,0,0.449,6.015,45.1,4.4272,3,247.0,18.5,395.99,12.86,22.5,0.8539999999999992,0.7293159999999986,1.8837562499999476
0.07151,0.0,4.49,0,0.449,6.121,56.8,3.7476,3,247.0,18.5,395.15,8.44,22.2,-0.13600000000000279,0.01849600000000076,0.5730490000000237
0.0566,0.0,3.41,0,0.489,7.007,86.3,3.4217,2,270.0,17.8,396.9,5.5,23.6,-2.3839999999999684,5.6834559999998495,15.413475999999736
0.05302,0.0,3.41,0,0.489,7.079,63.1,3.4145,2,270.0,17.8,396.06,5.7,28.7,-1.2369999999999663,1.5301689999999168,0.1501562499999967
0.04684,0.0,3.41,0,0.489,6.417,66.1,3.0923,2,270.0,17.8,392.18,8.81,22.6,0.08800000000002939,0.007744000000005172,0.3096922499999839
0.03932,0.0,3.41,0,0.489,6.405,73.9,3.0921,2,270.0,17.8,393.55,8.2,22.0,-0.19699999999998852,0.03880899999999548,0.007225000000000749
0.04203,28.0,15.04,0,0.464,6.442,53.6,3.6659,4,270.0,18.2,395.01,8.16,22.9,-0.01000000000003709,0.0001000000000007418,0.39250225000000455
0.02875,28.0,15.04,0,0.464,6.211,28.9,3.6659,4,270.0,18.2,396.33,6.21,25.0,0.04800000000000182,0.002304000000000175,1.4304160000000377
0.04294,28.0,15.04,0,0.464,6.249,77.3,3.615,4,270.0,18.2,396.9,10.59,20.6,-0.45099999999997564,0.20340099999997802,0.059292249999995265
0.12204,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276.0,18.0,357.98,6.65,28.4,0.2559999999999647,0.06553599999998193,0.614655999999976
0.11504,0.0,2.89,0,0.445,6.163,69.6,3.4952,2,276.0,18.0,391.83,11.34,21.4,-0.31200000000003314,0.09734400000002068,1.1098622500000441
0.12083,0.0,2.89,0,0.445,8.069,76.0,3.4952,2,276.0,18.0,396.9,4.21,38.7,-2.6439999999999557,6.990735999999766,2.747306250000067
0.08187,0.0,2.89,0,0.445,7.82,36.9,3.4952,2,276.0,18.0,393.53,3.57,43.8,0.4649999999999608,0.21622499999996353,0.37149024999998775
0.0686,0.0,2.89,0,0.445,7.416,62.5,3.4952,2,276.0,18.0,396.9,6.19,33.2,0.07900000000002905,0.006241000000004589,1.8184522499999654
0.14866,0.0,8.56,0,0.52,6.727,79.9,2.7778,5,384.0,20.9,394.76,9.42,27.5,0.6650000000000063,0.4422250000000083,0.3158440000000093
0.11432,0.0,8.56,0,0.52,6.781,71.3,2.8561,5,384.0,20.9,395.58,7.67,26.5,0.12699999999999534,0.016128999999998814,1.1739722499999863
0.22876,0.0,8.56,0,0.52,6.405,85.4,2.7147,5,384.0,20.9,70.8,10.63,18.6,0.011000000000031207,0.00012100000000068656,9.865880999999966
0.21161,0.0,8.56,0,0.52,6.137,87.4,2.7147,5,384.0,20.9,394.47,13.44,19.3,-0.15599999999997394,0.024335999999991868,0.052440999999993125
0.1396,0.0,8.56,0,0.52,6.167,90.0,2.421,5,384.0,20.9,392.69,12.33,20.1,-0.027999999999973824,0.0007839999999985341,0.11155599999998314
0.13262,0.0,8.56,0,0.52,5.851,96.7,2.1069,5,384.0,20.9,394.05,16.47,19.5,0.08200000000000429,0.006724000000000704,0.9292959999999906
0.1712,0.0,8.56,0,0.52,5.836,91.9,2.211,5,384.0,20.9,395.67,18.66,19.5,0.2150000000000034,0.046225000000001466,0.20250000000001533
0.13117,0.0,8.56,0,0.52,6.127,85.2,2.1224,5,384.0,20.9,387.69,14.09,20.4,0.24399999999997846,0.059535999999989486,0.09211224999999548
0.12802,0.0,8.56,0,0.52,6.474,97.1,2.4329,5,384.0,20.9,395.24,12.27,19.8,-0.06299999999997752,0.0039689999999971675,0.43890624999995953
0.26363,0.0,8.56,0,0.52,6.229,91.2,2.5451,5,384.0,20.9,391.23,15.55,19.4,-0.6060000000000194,0.36723600000002354,6.004950250000043
0.10793,0.0,8.56,0,0.52,6.195,54.4,2.7778,5,384.0,20.9,393.49,13.0,21.7,0.43899999999998585,0.19272099999998757,0.015252249999997353
0.10084,0.0,10.01,0,0.547,6.715,81.6,2.6775,6,432.0,17.8,395.59,10.16,22.8,-0.475000000000005,0.22562500000000474,0.6650402500000118
0.12329,0.0,10.01,0,0.547,5.913,92.9,2.3534,6,432.0,17.8,394.95,16.21,18.8,-0.16199999999998482,0.026243999999995084,0.7055999999999878
0.22212,0.0,10.01,0,0.547,6.092,95.4,2.548,6,432.0,17.8,396.9,17.09,18.7,0.09999999999998366,0.009999999999996732,0.4942089999999742
0.14231,0.0,10.01,0,0.547,6.254,84.2,2.2565,6,432.0,17.8,388.74,10.45,18.5,-1.2100000000000009,1.464100000000002,0.060270250000010385
0.17134,0.0,10.01,0,0.547,5.928,88.2,2.4631,6,432.0,17.8,344.91,15.76,18.3,-0.16199999999997772,0.02624399999999278,0.20205025000002277
0.13158,0.0,10.01,0,0.547,6.176,72.5,2.7301,6,432.0,17.8,393.3,12.04,21.2,0.265999999999984,0.0707559999999915,1.459263999999962
0.15098,0.0,10.01,0,0.547,6.021,82.6,2.7474,6,432.0,17.8,394.51,10.3,19.2,-0.4910000000000174,0.24108100000001711,0.3582022500000314
0.13058,0.0,10.01,0,0.547,5.872,73.1,2.4775,6,432.0,17.8,338.63,15.37,20.4,0.43699999999997985,0.19096899999998238,0.24157225000000201
0.14476,0.0,10.01,0,0.547,5.731,65.2,2.7592,6,432.0,17.8,391.5,13.61,19.3,-0.2859999999999694,0.0817959999999825,0.053130249999994744
0.06899,0.0,25.65,0,0.581,5.87,69.7,2.2577,2,188.0,19.1,389.15,14.37,22.0,-0.23600000000000065,0.05569600000000031,4.382742249999936
0.07165,0.0,25.65,0,0.581,6.004,84.1,2.1974,2,188.0,19.1,377.67,14.27,20.3,-0.693999999999992,0.48163599999998885,4.268355999999995
0.09299,0.0,25.65,0,0.581,5.961,92.9,2.0869,2,188.0,19.1,378.09,17.93,20.5,0.7170000000000059,0.5140890000000083,0.030800250000001087
0.15038,0.0,25.65,0,0.581,5.856,97.0,1.9444,2,188.0,19.1,370.31,25.41,17.3,0.18000000000001748,0.03240000000000629,0.03648100000000367
0.09849,0.0,25.65,0,0.581,5.879,95.8,2.0063,2,188.0,19.1,379.38,17.58,18.8,-0.3999999999999808,0.15999999999998465,7.357656250000011
0.16902,0.0,25.65,0,0.581,5.986,88.4,1.9929,2,188.0,19.1,385.02,14.81,21.4,0.6959999999999802,0.4844159999999724,1.2950440000000039
0.38735,0.0,25.65,0,0.581,5.613,95.6,1.7572,2,188.0,19.1,359.29,27.26,15.7,-0.3310000000000173,0.10956100000001144,0.8760959999999965
0.25915,0.0,21.89,0,0.624,5.693,96.0,1.7883,4,437.0,21.2,392.11,17.19,16.2,-0.09700000000001552,0.00940900000000301,0.04473225000000865
0.32543,0.0,21.89,0,0.624,6.431,98.8,1.8125,4,437.0,21.2,396.9,15.39,18.0,0.1620000000000026,0.02624400000000084,0.037830250000003326
0.88125,0.0,21.89,0,0.624,5.637,94.7,1.9799,4,437.0,21.2,396.9,18.34,14.3,-0.72199999999998,0.5212839999999711,0.09891025000000936
0.34006,0.0,21.89,0,0.624,6.458,98.9,2.1185,4,437.0,21.2,395.04,12.6,19.2,-0.2770000000000117,0.07672900000000647,0.021024999999996786
1.19294,0.0,21.89,0,0.624,6.326,97.7,2.271,4,437.0,21.2,396.9,12.26,19.6,-0.22099999999998943,0.048840999999995326,0.007310249999999339
0.59005,0.0,21.89,0,0.624,6.372,97.9,2.3274,4,437.0,21.2,385.76,11.12,23.0,0.7989999999999995,0.6384009999999992,0.043890250000005314
0.32982,0.0,21.89,0,0.624,5.822,95.4,2.4699,4,437.0,21.2,388.69,15.03,18.4,0.3749999999999787,0.140624999999984,0.033856000000000386
0.97617,0.0,21.89,0,0.624,5.757,98.4,2.346,4,437.0,21.2,262.76,17.31,15.6,0.015000000000018332,0.00022500000000054996,0.06076224999999701
0.55778,0.0,21.89,0,0.624,6.335,98.2,2.1107,4,437.0,21.2,394.67,16.96,18.1,0.2300000000000182,0.052900000000008364,3.059001000000058
0.32264,0.0,21.89,0,0.624,5.942,93.5,1.9669,4,437.0,21.2,378.25,16.9,17.4,0.33299999999998064,0.11088899999998711,0.6185822500000114
0.35233,0.0,21.89,0,0.624,6.454,98.4,1.8498,4,437.0,21.2,394.08,14.59,17.1,-0.34299999999998576,0.11764899999999023,0.048399999999996376
0.2498,0.0,21.89,0,0.624,5.857,98.2,1.6686,4,437.0,21.2,392.04,21.32,13.3,-0.4849999999999781,0.23522499999997878,0.2840889999999994
0.54452,0.0,21.89,0,0.624,6.151,97.9,1.6687,4,437.0,21.2,396.9,18.46,17.8,1.126000000000026,1.2678760000000588,0.31979025000000816
0.2909,0.0,21.89,0,0.624,6.174,93.6,1.6119,4,437.0,21.2,388.08,24.16,14.0,-0.4199999999999928,0.17639999999999398,0.07128900000000066
1.62864,0.0,21.89,0,0.624,5.019,100.0,1.4394,4,437.0,21.2,396.9,34.41,14.4,0.3219999999999992,0.10368399999999947,3.296040249999994
3.32105,0.0,19.58,1,0.871,5.403,100.0,1.3216,5,403.0,14.7,396.9,26.82,13.4,-0.3490000000000091,0.12180100000000633,0.5913609999999947
4.0974,0.0,19.58,0,0.871,5.468,100.0,1.4118,5,403.0,14.7,396.9,26.42,15.6,0.6570000000000054,0.43164900000000705,0.21622499999997674
2.77974,0.0,19.58,0,0.871,4.903,97.8,1.3459,5,403.0,14.7,396.9,29.29,11.8,-1.180999999999985,1.3947609999999644,0.02371600000000052
2.37934,0.0,19.58,0,0.871,6.13,100.0,1.4191,5,403.0,14.7,172.91,27.8,13.8,-0.2669999999999799,0.07128899999998928,0.5475999999999819
2.15505,0.0,19.58,0,0.871,5.628,100.0,1.5166,5,403.0,14.7,169.27,16.65,15.6,-0.3049999999999873,0.09302499999999224,0.14938225000000538
2.36862,0.0,19.58,0,0.871,4.926,95.7,1.4608,5,403.0,14.7,391.71,29.53,14.6,0.14100000000000712,0.019881000000002008,0.005040999999994664
2.33099,0.0,19.58,0,0.871,5.186,93.8,1.5296,5,403.0,14.7,356.99,28.32,17.8,1.5270000000000188,2.3317290000000575,0.5358240000000094
2.73397,0.0,19.58,0,0.871,5.597,94.9,1.5257,5,403.0,14.7,351.85,21.45,15.4,0.12999999999999545,0.01689999999999882,0.2606102500000022
1.6566,0.0,19.58,0,0.871,6.122,97.3,1.618,5,403.0,14.7,372.8,14.1,21.5,0.5910000000000046,0.34928100000000545,0.360000000000023
1.49632,0.0,19.58,0,0.871,5.404,100.0,1.5916,5,403.0,14.7,341.6,13.28,19.6,0.2300000000000253,0.05290000000001164,4.961756250000075
1.12658,0.0,19.58,1,0.871,5.012,88.0,1.6102,5,403.0,14.7,343.28,12.12,15.3,-2.3239999999999768,5.400975999999892,0.5617502499999805
2.14918,0.0,19.58,0,0.871,5.709,98.5,1.6232,5,403.0,14.7,261.95,15.79,19.4,1.4309999999999867,2.047760999999962,1.0100249999999622
1.41385,0.0,19.58,1,0.871,6.129,96.0,1.7494,5,403.0,14.7,321.02,15.12,17.0,-0.33499999999999375,0.11222499999999581,0.39564100000001506
3.53501,0.0,19.58,1,0.871,6.152,82.6,1.7455,5,403.0,14.7,88.01,15.02,15.6,-0.6939999999999866,0.4816359999999814,0.04452099999999488
2.44668,0.0,19.58,0,0.871,5.272,94.0,1.7364,5,403.0,14.7,88.63,16.14,13.1,-1.1279999999999912,1.2723839999999802,0.6496359999999872
1.22358,0.0,19.58,0,0.605,6.943,97.4,1.8773,5,403.0,14.7,363.43,4.59,41.3,2.803999999999945,7.862415999999692,33.42574224999985
1.34284,0.0,19.58,0,0.605,6.066,100.0,1.7573,5,403.0,14.7,353.89,6.43,24.3,-0.3309999999999924,0.10956099999999498,3.173742249999928
1.42502,0.0,19.58,0,0.871,6.51,100.0,1.7659,5,403.0,14.7,364.31,7.39,23.3,-1.631999999999998,2.6634239999999934,0.09734400000000738
1.27346,0.0,19.58,1,0.605,6.25,92.6,1.7984,5,403.0,14.7,338.92,5.5,27.0,0.6960000000000051,0.48441600000000706,0.9545289999999729
1.46336,0.0,19.58,0,0.605,7.489,90.8,1.9709,5,403.0,14.7,374.43,1.73,50.0,2.003999999999998,4.016015999999991,15.299832249999918
1.83377,0.0,19.58,1,0.605,7.802,98.2,2.0407,5,403.0,14.7,389.61,1.92,50.0,1.0519999999999996,1.1067039999999992,3.097600000000043
1.51902,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403.0,14.7,388.45,3.32,50.0,0.554000000000002,0.30691600000000224,1.8782702500000386
2.24236,0.0,19.58,0,0.605,5.854,91.8,2.422,5,403.0,14.7,395.11,11.64,22.7,0.7519999999999918,0.5655039999999877,0.012882249999996407
2.924,0.0,19.58,0,0.605,6.101,93.0,2.2834,5,403.0,14.7,240.16,9.81,25.0,0.6489999999999974,0.42120099999999655,3.2905959999998844
2.01019,0.0,19.58,0,0.605,7.929,96.2,2.0459,5,403.0,14.7,369.3,3.7,50.0,0.42099999999999227,0.1772409999999935,6.247500249999953
1.80028,0.0,19.58,0,0.605,5.877,79.2,2.4259,5,403.0,14.7,227.61,12.14,23.8,1.26100000000001,1.590121000000025,0.10989225000000126
2.3004,0.0,19.58,0,0.605,6.319,96.1,2.1,5,403.0,14.7,297.09,11.1,23.8,0.7390000000000114,0.5461210000000168,0.07425624999999272
2.44953,0.0,19.58,0,0.605,6.402,95.2,2.2625,5,403.0,14.7,330.04,11.32,22.3,0.061000000000014154,0.003721000000001727,0.10208024999999639
