rule,size,length,mean_residual,delta_from_global,q_residual,q_signed,expr,operator,threshold,n_ops,n_predicates,n_operators,depth,n_splits,precision_penalty,n_terms,degree,n_tokens,complexity,I_inv,I_exp,expressiveness,pareto,score,q_perm,p_value
(Contraceptive_Method / Husband_Education) <= 0.33,338,2,22.9191248571621,10.151749407907896,6.8750253976290585,6.8750253976290585,(Contraceptive_Method / Husband_Education),<=,0.33,1,1,4,0,0,0.01,0,0,9,5.0,0.16666666666666666,0.0301973834223185,9.0,False,0.4556399652909986,6.8750253976290585,0.000999000999000999
(Contraceptive_Method / Husband_Education) <= 0.25,338,2,22.9191248571621,10.151749407907896,6.8750253976290585,6.8750253976290585,(Contraceptive_Method / Husband_Education),<=,0.25,1,1,4,0,0,0.01,0,0,9,5.0,0.16666666666666666,0.0301973834223185,9.0,False,0.4556399652909986,6.8750253976290585,0.000999000999000999
(Husband_Occupation / Wife_religion) <= 1,364,2,21.816061364338232,9.048685915084029,6.359328704305682,6.359328704305682,(Husband_Occupation / Wife_religion),<=,1.0,1,1,4,0,0,0.0,0,0,9,5.0,0.16666666666666666,0.0301973834223185,9.0,False,0.4382180817726199,6.359328704305682,0.000999000999000999
(Wife_religion - Husband_Occupation) > -1,364,2,21.816061364338232,9.048685915084029,6.359328704305682,6.359328704305682,(Wife_religion - Husband_Occupation),>,-1.0,1,1,4,0,0,0.0,0,0,8,5.0,0.16666666666666666,0.0301973834223185,8.0,False,0.4382180817726199,6.359328704305682,0.000999000999000999
(Husband_Occupation - Wife_religion) <= 0,364,2,21.816061364338232,9.048685915084029,6.359328704305682,6.359328704305682,(Husband_Occupation - Wife_religion),<=,0.0,1,1,4,0,0,0.0,0,0,9,5.0,0.16666666666666666,0.0301973834223185,9.0,False,0.4382180817726199,6.359328704305682,0.000999000999000999
(Husband_Education / Husband_Occupation) > 3,399,2,21.02299925666034,8.255623807406138,6.074512226641989,6.074512226641989,(Husband_Education / Husband_Occupation),>,3.0,1,1,4,0,0,0.0,0,0,7,5.0,0.16666666666666666,0.0301973834223185,7.0,False,0.4282923940621288,6.074512226641989,0.000999000999000999
(Husband_Education - Husband_Occupation) > 2,399,2,21.02299925666034,8.255623807406138,6.074512226641989,6.074512226641989,(Husband_Education - Husband_Occupation),>,2.0,1,1,4,0,0,0.0,0,0,7,5.0,0.16666666666666666,0.0301973834223185,7.0,False,0.4282923940621288,6.074512226641989,0.000999000999000999
(Contraceptive_Method - Husband_Education) <= -3,338,2,22.9191248571621,10.151749407907896,6.8750253976290585,6.8750253976290585,(Contraceptive_Method - Husband_Education),<=,-3.0,1,1,5,0,0,0.0,0,0,10,6.0,0.14285714285714285,0.014995576820477717,10.0,False,0.3210840567404148,6.8750253976290585,0.000999000999000999
(Husband_Occupation / Husband_Education) <= 0.33,399,2,21.02299925666034,8.255623807406138,6.074512226641989,6.074512226641989,(Husband_Occupation / Husband_Education),<=,0.33,1,1,5,0,0,0.01,0,0,9,6.0,0.14285714285714285,0.014995576820477717,9.0,False,0.3018125490126961,6.074512226641989,0.000999000999000999
(Husband_Occupation / Husband_Education) <= 0.25,399,2,21.02299925666034,8.255623807406138,6.074512226641989,6.074512226641989,(Husband_Occupation / Husband_Education),<=,0.25,1,1,5,0,0,0.01,0,0,9,6.0,0.14285714285714285,0.014995576820477717,9.0,False,0.3018125490126961,6.074512226641989,0.000999000999000999
(Husband_Occupation - Husband_Education) <= -3,399,2,21.02299925666034,8.255623807406138,6.074512226641989,6.074512226641989,(Husband_Occupation - Husband_Education),<=,-3.0,1,1,6,0,0,0.0,0,0,10,7.0,0.125,0.007446583070924344,10.0,False,0.21268370861689237,6.074512226641989,0.000999000999000999
