rule,length,size,mean_residual,delta_from_global,q_residual,n_predicates,n_operators,depth,n_splits,precision_penalty,n_terms,degree,n_tokens,complexity,I_inv,I_exp,expressiveness,pareto,score,q_perm,p_value,language,leaf_id,q_signed,expr,operator,threshold,n_ops
Contraceptive_Method <= 1 AND Wife_Education > 2 AND SOLI > 2,3,279,27.962312101885622,15.19493665263142,9.349234723707113,1,4,0,0,0.0,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.5313402164875511,9.349234723707113,0.000999000999000999,L_conj,,,,,,
Husband_Occupation <= 1 AND Contraceptive_Method <= 1 AND Children <= 4,3,129,35.06906723914155,22.30169178988735,9.330560487074788,2,7,0,0,0.0,0,0,0,9.0,0.1,0.0018363047770289071,2.0,False,0.13089596172064516,9.330560487074788,0.000999000999000999,L_conj,,,,,,
(Wife_Education + target) > 46,2,190,31.039187834860986,18.271812385606783,9.277554102781957,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0658781067038,9.277554102781957,0.000999000999000999,L_symb,,9.277554102781957,(Wife_Education + target),>,46.0,1.0
(target - Husband_Occupation) > 41,2,200,30.464904113438234,17.69752866418403,9.219400682177808,1,3,0,0,0.0,0,0,7,4.0,0.2,0.06081006262521797,7.0,False,0.7487538533124285,9.219400682177808,0.000999000999000999,L_symb,,9.219400682177808,(target - Husband_Occupation),>,41.0,1.0
Contraceptive_Method <= 1 AND Children <= 5 AND Wife_Education > 3,3,167,32.124883548408704,19.3575080991545,9.214732940948181,1,5,0,0,0.0,0,0,0,6.0,0.14285714285714285,0.014995576820477717,1.0,False,0.3717260223554103,9.214732940948181,0.000999000999000999,L_conj,,,,,,
Husband_Occupation <= 1 AND Contraceptive_Method <= 1 AND Wife_Education > 3,3,100,37.65902210971442,24.891646660460218,9.169141932988094,2,6,0,0,0.0,0,0,0,8.0,0.1111111111111111,0.003697863716482932,2.0,False,0.18413646370363163,9.169141932988094,0.000999000999000999,L_conj,,,,,,
Wife_Education > 3 AND Children <= 4 AND Contraceptive_Method <= 1,3,155,32.75562209229456,19.988246643040355,9.16675484425009,1,5,0,0,0.0,0,0,0,6.0,0.14285714285714285,0.014995576820477717,1.0,False,0.37075703157383066,9.16675484425009,0.000999000999000999,L_conj,,,,,,
(SOLI + target) > 46,2,207,29.995399536642697,17.228024087388494,9.13052418003208,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0573984013437012,9.13052418003208,0.000999000999000999,L_symb,,9.13052418003208,(SOLI + target),>,46.0,1.0
Contraceptive_Method <= 1 AND Wife_Education > 3 AND SOLI > 3,3,109,36.47058043806365,23.703204988809446,9.11581261556555,1,4,0,0,0.0,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.5246653111825109,9.11581261556555,0.000999000999000999,L_conj,,,,,,
Husband_Occupation <= 1 AND Contraceptive_Method <= 1 AND Media_Exposure <= 0,3,151,32.90556348612628,20.13818803687208,9.11557215786377,2,7,0,0,0.0,0,0,0,9.0,0.1,0.0018363047770289071,2.0,False,0.1293791664018475,9.11557215786377,0.000999000999000999,L_conj,,,,,,
Contraceptive_Method <= 1 AND Wife_Education > 3 AND Children <= 2,3,121,35.255120742162184,22.48774529290798,9.111999068273793,1,5,0,0,0.0,0,0,0,6.0,0.14285714285714285,0.014995576820477717,1.0,False,0.36964805155231245,9.111999068273793,0.000999000999000999,L_conj,,,,,,
Contraceptive_Method <= 1 AND Husband_Education > 2 AND Husband_Occupation <= 1,3,153,32.687412158424635,19.920036709170432,9.076343375834641,3,7,0,0,0.0,0,0,0,10.0,0.09090909090909091,0.0009118819655545162,3.0,False,0.09097556725629034,9.076343375834641,0.000999000999000999,L_conj,,,,,,
Contraceptive_Method <= 1 AND Husband_Education > 3 AND Wife_Education > 3,3,168,31.619915070938024,18.85253962168382,9.001182579001426,2,5,0,0,0.0,0,0,0,7.0,0.125,0.007446583070924344,2.0,False,0.258897767103332,9.001182579001426,0.000999000999000999,L_conj,,,,,,
(target - Husband_Education) > 40,2,174,31.29150609935224,18.524130650098037,9.000932968481573,1,3,0,0,0.0,0,0,7,4.0,0.2,0.06081006262521797,7.0,False,0.7398292353636436,9.000932968481573,0.000999000999000999,L_symb,,9.000932968481573,(target - Husband_Education),>,40.0,1.0
(target + Husband_Education) > 46,2,207,29.719966440963688,16.952590991709485,8.984549892596574,1,3,0,0,0.0,0,0,7,4.0,0.2,0.06081006262521797,7.0,False,0.739155627475157,8.984549892596574,0.000999000999000999,L_symb,,8.984549892596574,(target + Husband_Education),>,46.0,1.0
Contraceptive_Method <= 1 AND Husband_Education > 2 AND Wife_Education > 3,3,172,31.255843826555736,18.488468377301533,8.931825426789596,2,5,0,0,0.0,0,0,0,7.0,0.125,0.007446583070924344,2.0,False,0.25789839087435773,8.931825426789596,0.000999000999000999,L_conj,,,,,,
(target * Husband_Education) > 156,2,199,29.87982959465126,17.112454145397056,8.892295852289786,1,3,0,0,0.0,0,0,7,4.0,0.2,0.06081006262521797,7.0,False,0.7353509826332647,8.892295852289786,0.000999000999000999,L_symb,,8.892295852289786,(target * Husband_Education),>,156.0,1.0
Husband_Occupation <= 1 AND Contraceptive_Method <= 1,2,158,31.942775724613725,19.17540027535952,8.878672763952126,2,5,0,0,0.0,0,0,0,7.0,0.125,0.007446583070924344,2.0,False,0.2571298782645124,8.878672763952126,0.000999000999000999,L_conj,,,,,,
Husband_Occupation <= 1 AND Contraceptive_Method <= 1,2,158,31.942775724613725,19.17540027535952,8.878672763952126,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,True,0.3648846660189043,8.878672763952126,0.000999000999000999,L_poly,,,,,,
Contraceptive_Method <= 1 AND Wife_Education > 3 AND Wife_working > 0,3,116,35.13901321121769,22.371637761963484,8.875684194346334,1,4,0,0,0.0,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.5177088358837314,8.875684194346334,0.000999000999000999,L_conj,,,,,,
Contraceptive_Method <= 1 AND Wife_Education > 3 AND Media_Exposure <= 0,3,173,31.0434372072917,18.276061758037496,8.854840370644496,1,5,0,0,0.0,0,0,0,6.0,0.14285714285714285,0.014995576820477717,1.0,False,0.36439461989862987,8.854840370644496,0.000999000999000999,L_conj,,,,,,
Husband_Occupation <= 1 AND Contraceptive_Method <= 1 AND Wife_working > 0,3,117,34.9204885447639,22.153113095509696,8.826789372273675,2,6,0,0,0.0,0,0,0,8.0,0.1111111111111111,0.003697863716482932,2.0,False,0.18066616770377342,8.826789372273675,0.000999000999000999,L_conj,,,,,,
Husband_Occupation <= 1 AND Contraceptive_Method*Husband_Education <= 4,2,159,31.75429890733803,18.986923458083826,8.819180467572426,1,7,0,0,0.0,1,1,0,8.0,0.1111111111111111,0.003697863716482932,2.0,False,0.1805882816246698,8.819180467572426,0.000999000999000999,L_poly,,,,,,
(target * Wife_religion) > 42,2,195,29.78373195255602,17.016356503301818,8.753040729410246,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0353096657891563,8.753040729410246,0.000999000999000999,L_symb,,8.753040729410246,(target * Wife_religion),>,42.0,1.0
(Contraceptive_Method / Wife_Education) <= 0.33,2,175,30.72924093238621,17.96186548313201,8.752770310048032,1,3,0,0,0.01,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.7295591207696395,8.752770310048032,0.000999000999000999,L_symb,,8.752770310048032,(Contraceptive_Method / Wife_Education),<=,0.33,1.0
(Wife_Education / Contraceptive_Method) > 3,2,175,30.72924093238621,17.96186548313201,8.752770310048032,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0352936730644244,8.752770310048032,0.000999000999000999,L_symb,,8.752770310048032,(Wife_Education / Contraceptive_Method),>,3.0,1.0
Contraceptive_Method <= 1 AND Wife_Education > 3,2,175,30.72924093238621,17.96186548313201,8.752770310048032,1,3,0,0,0.0,1,1,0,4.0,0.2,0.06081006262521797,2.0,True,0.7295591207696395,8.752770310048032,0.000999000999000999,L_poly,,,,,,
(Wife_Education - Contraceptive_Method) > 2,2,175,30.72924093238621,17.96186548313201,8.752770310048032,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0352936730644244,8.752770310048032,0.000999000999000999,L_symb,,8.752770310048032,(Wife_Education - Contraceptive_Method),>,2.0,1.0
(target + Wife_religion) > 44,2,194,29.793041040713387,17.025665591459184,8.735344393536007,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0342625749741359,8.735344393536007,0.000999000999000999,L_symb,,8.735344393536007,(target + Wife_religion),>,44.0,1.0
target > 43,1,198,29.608393175693358,16.841017726439155,8.729231195458194,1,1,0,0,0.0,0,0,3,2.0,0.3333333333333333,0.2465969639416065,3.0,True,1.4671748056534881,8.729231195458194,0.000999000999000999,L_symb,,8.729231195458194,target,>,43.0,0.0
(target - SOLI) > 40,2,184,30.111552620754548,17.344177171500345,8.666379056945953,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0301717454871528,8.666379056945953,0.000999000999000999,L_symb,,8.666379056945953,(target - SOLI),>,40.0,1.0
Wife_Education > 3 AND Contraceptive_Method*Husband_Education <= 4,2,177,30.410084886696968,17.642709437442765,8.64623395495096,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.36007674942890994,8.64623395495096,0.000999000999000999,L_poly,,,,,,
(Husband_Occupation - target) <= -41,2,233,27.9144910564753,15.147115607221096,8.516927856208648,1,5,0,0,0.0,0,0,10,6.0,0.14285714285714285,0.014995576820477717,10.0,False,0.3573740980292827,8.516927856208648,0.000999000999000999,L_symb,,8.516927856208648,(Husband_Occupation - target),<=,-41.0,1.0
(target - Wife_religion) > 42,2,205,28.73863122465232,15.971255775398117,8.423470578200007,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0156318823769042,8.423470578200007,0.000999000999000999,L_symb,,8.423470578200007,(target - Wife_religion),>,42.0,1.0
(target - Wife_Education) > 40,2,195,29.108580895145153,16.34120544589095,8.405749891746199,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0145630135832515,8.405749891746199,0.000999000999000999,L_symb,,8.405749891746199,(target - Wife_Education),>,40.0,1.0
(Husband_Education - target) <= -40,2,217,28.162695645916337,15.395320196662134,8.35398441570265,1,5,0,0,0.0,0,0,10,6.0,0.14285714285714285,0.014995576820477717,10.0,False,0.35393899907009785,8.35398441570265,0.000999000999000999,L_symb,,8.35398441570265,(Husband_Education - target),<=,-40.0,1.0
Husband_Occupation <= 1 AND Contraceptive_Method*SOLI <= 4,2,168,30.242898289616875,17.47552284036267,8.343723175029968,1,6,0,0,0.0,1,1,0,7.0,0.125,0.007446583070924344,2.0,False,0.24926337024050943,8.343723175029968,0.000999000999000999,L_poly,,,,,,
(Husband_Occupation + target) > 45,2,193,29.00213226835142,16.234756819097218,8.308057815454083,1,3,0,0,0.0,0,0,7,4.0,0.2,0.06081006262521797,7.0,False,0.7107837336712866,8.308057815454083,0.000999000999000999,L_symb,,8.308057815454083,(Husband_Occupation + target),>,45.0,1.0
(target - Contraceptive_Method) > 41,2,210,28.19506907315526,15.427693623901057,8.235419397340687,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0042310712996614,8.235419397340687,0.000999000999000999,L_symb,,8.235419397340687,(target - Contraceptive_Method),>,41.0,1.0
(Wife_religion - target) <= -42,2,240,26.951066523323856,14.183691074069653,8.094125844659459,1,4,0,0,0.0,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.4943899489266335,8.094125844659459,0.000999000999000999,L_symb,,8.094125844659459,(Wife_religion - target),<=,-42.0,1.0
(Contraceptive_Method - target) <= -41,2,245,26.73180804180211,13.964432592547908,8.051585407523492,1,4,0,0,0.0,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.49308905048533724,8.051585407523492,0.000999000999000999,L_symb,,8.051585407523492,(Contraceptive_Method - target),<=,-41.0,1.0
Wife_Education > 3 AND Contraceptive_Method*SOLI <= 4,2,189,28.557034954884355,15.789659505630151,7.996109537248805,1,4,0,0,0.0,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.4913874088569628,7.996109537248805,0.000999000999000999,L_poly,,,,,,
Contraceptive_Method <= 1 AND Husband_Education*SOLI > 8,2,375,23.965831166923838,11.198455717669635,7.988198326806984,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.34610351293629726,7.988198326806984,0.000999000999000999,L_poly,,,,,,
(SOLI - target) <= -40,2,218,27.372540812264067,14.605165363009863,7.943461468223813,1,4,0,0,0.0,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.4897670381481052,7.943461468223813,0.000999000999000999,L_symb,,7.943461468223813,(SOLI - target),<=,-40.0,1.0
Contraceptive_Method*Husband_Occupation <= 2 AND Children*Husband_Occupation <= 1,2,112,32.33919543630107,19.571819987046865,7.629837560340422,1,8,0,0,0.0,1,1,0,9.0,0.1,0.0018363047770289071,2.0,False,0.11836683302347706,7.629837560340422,0.000999000999000999,L_poly,,,,,,
Husband_Occupation <= 1 AND Children <= 1,2,98,33.13004617295367,20.362670723699466,7.42545113198068,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.3336898603139141,7.42545113198068,0.000999000999000999,L_poly,,,,,,
Contraceptive_Method <= 1 AND Husband_Education*SOLI > 12,2,168,28.30436876405443,15.536993314800227,7.418168393312231,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.3335261818945453,7.418168393312231,0.000999000999000999,L_poly,,,,,,
Husband_Occupation <= 1 AND Children*Husband_Education <= 4,2,100,32.499727669772376,19.732352220518173,7.26865283963093,1,7,0,0,0.0,1,1,0,8.0,0.1111111111111111,0.003697863716482932,2.0,False,0.16394659985306756,7.26865283963093,0.000999000999000999,L_poly,,,,,,
Contraceptive_Method <= 1 AND Wife_Education > 2,2,350,23.288638848316292,10.52126339906209,7.250650697496776,1,3,0,0,0.0,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6640124418927399,7.250650697496776,0.000999000999000999,L_poly,,,,,,
Contraceptive_Method <= 1 AND SOLI > 2,2,432,22.1937124678634,9.426337018609196,7.217053160278994,1,3,0,0,0.0,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6624722293395345,7.217053160278994,0.000999000999000999,L_poly,,,,,,
Contraceptive_Method*Husband_Education <= 4 AND Wife_Education > 2,2,357,22.964111093762472,10.19673564450827,7.096926968503321,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.3262246366317412,7.096926968503321,0.000999000999000999,L_poly,,,,,,
Children*Husband_Occupation <= 4 AND Wife_Education > 3,2,354,22.88214437037448,10.114768921120277,7.0102364135747175,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.3242260610584379,7.0102364135747175,0.000999000999000999,L_poly,,,,,,
Husband_Occupation <= 1 AND Children <= 2,2,187,26.50896747077683,13.741592021522628,6.922021145750641,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.3221796080512777,6.922021145750641,0.000999000999000999,L_poly,,,,,,
Contraceptive_Method <= 1 AND SOLI > 3,2,248,24.68172683179573,11.914351382541525,6.911484090354968,1,3,0,0,0.0,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6482960591949355,6.911484090354968,0.000999000999000999,L_poly,,,,,,
Children*Husband_Occupation <= 4 AND Husband_Education*SOLI > 8,2,509,21.048106882556375,8.280731433302172,6.881809692349907,1,7,0,0,0.0,1,1,0,8.0,0.1111111111111111,0.003697863716482932,2.0,False,0.15952427515924117,6.881809692349907,0.000999000999000999,L_poly,,,,,,
Husband_Occupation <= 1 AND Children*Husband_Education <= 8,2,190,26.30992495281719,13.542549503562988,6.876260168251294,1,7,0,0,0.0,1,1,0,8.0,0.1111111111111111,0.003697863716482932,2.0,False,0.15945994161943394,6.876260168251294,0.000999000999000999,L_poly,,,,,,
Contraceptive_Method <= 1 AND Husband_Education > 3,2,338,22.9191248571621,10.151749407907896,6.8750253976290585,1,4,0,0,0.0,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.4556399652909986,6.8750253976290585,0.000999000999000999,L_poly,,,,,,
Husband_Education*SOLI > 6 AND Contraceptive_Method <= 1,2,435,21.682962118761246,8.915586669507043,6.849669586856689,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.32049141405753656,6.849669586856689,0.000999000999000999,L_poly,,,,,,
Contraceptive_Method*Husband_Education <= 4 AND SOLI > 2,2,451,21.516848421006504,8.7494729717523,6.844555237825002,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.32037174324651035,6.844555237825002,0.000999000999000999,L_poly,,,,,,
Contraceptive_Method <= 1 AND Husband_Education*Husband_Occupation <= 4,2,227,24.995852164884923,12.22847671563072,6.786726650759187,1,7,0,0,0.0,1,1,0,8.0,0.1111111111111111,0.003697863716482932,2.0,False,0.15841840245227234,6.786726650759187,0.000999000999000999,L_poly,,,,,,
Wife_Education > 3 AND Children*Husband_Occupation <= 3,2,291,23.566701571169926,10.799326121915723,6.786068180627693,1,5,0,0,0.0,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.3190000105197522,6.786068180627693,0.000999000999000999,L_poly,,,,,,
Husband_Occupation <= 1.5 AND Contraceptive_Method <= 1.5 AND Children > 1.5 AND Children <= 5.5,4,77,25.79211873774377,13.024743288489567,4.2100727723749785,2,8,1,0,0.4,0,0,0,11.0,0.08333333333333333,0.0004528271828867974,1.0,False,0.04366274605728516,4.2100727723749785,0.001998001998001998,L_tree,7.0,,,,,
Husband_Occupation > 1.5 AND Contraceptive_Method <= 1.5 AND SOLI > 2.5 AND Wife_Education > 3.5,4,65,24.266874872422807,11.499499423168604,3.4151570657333017,2,6,1,0,0.4,0,0,0,9.0,0.1,0.0018363047770289071,1.0,True,0.07919134570210364,3.4151570657333017,0.005994005994005994,L_tree,23.0,,,,,
Husband_Occupation <= 1.5 AND Contraceptive_Method > 1.5 AND Children <= 5.5 AND SOLI > 3.5,4,169,16.664598671629378,3.8972232223751746,1.8662666783485857,2,7,1,0,0.4,0,0,0,10.0,0.09090909090909091,0.0009118819655545162,1.0,False,0.04125305960654805,1.8662666783485857,0.04495504495504495,L_tree,12.0,,,,,
Husband_Occupation > 1.5 AND Contraceptive_Method <= 1.5 AND SOLI > 2.5 AND Wife_Education <= 3.5,4,227,13.638360774077904,0.8709853248237014,0.48339130489126314,2,7,1,0,0.4,0,0,0,10.0,0.09090909090909091,0.0009118819655545162,1.0,False,0.020995137847516207,0.48339130489126314,0.6103896103896104,L_tree,22.0,,,,,
