rule,size,length,mean_residual,delta_from_global,q_residual,q_signed,expr,operator,threshold,n_ops,n_predicates,n_operators,depth,n_splits,precision_penalty,n_terms,degree,n_tokens,complexity,I_inv,I_exp,expressiveness,pareto,score,q_perm,p_value
(target - Wife_religion) > 42,205,2,28.73863122465232,15.971255775398117,8.423470578200007,8.423470578200007,(target - Wife_religion),>,42.0,1,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0156318823769042,8.423470578200007,0.000999000999000999
(target - Wife_Education) > 40,195,2,29.108580895145153,16.34120544589095,8.405749891746199,8.405749891746199,(target - Wife_Education),>,40.0,1,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0145630135832515,8.405749891746199,0.000999000999000999
(target - Contraceptive_Method) > 41,210,2,28.19506907315526,15.427693623901057,8.235419397340687,8.235419397340687,(target - Contraceptive_Method),>,41.0,1,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,1.0042310712996614,8.235419397340687,0.000999000999000999
(target - Husband_Occupation) > 41,200,2,30.464904113438234,17.69752866418403,9.219400682177808,9.219400682177808,(target - Husband_Occupation),>,41.0,1,1,3,0,0,0.0,0,0,7,4.0,0.2,0.06081006262521797,7.0,False,0.7487538533124285,9.219400682177808,0.000999000999000999
(target - Husband_Education) > 40,174,2,31.29150609935224,18.524130650098037,9.000932968481573,9.000932968481573,(target - Husband_Education),>,40.0,1,1,3,0,0,0.0,0,0,7,4.0,0.2,0.06081006262521797,7.0,False,0.7398292353636436,9.000932968481573,0.000999000999000999
(target + Husband_Education) > 46,207,2,29.719966440963688,16.952590991709485,8.984549892596574,8.984549892596574,(target + Husband_Education),>,46.0,1,1,3,0,0,0.0,0,0,7,4.0,0.2,0.06081006262521797,7.0,False,0.739155627475157,8.984549892596574,0.000999000999000999
(target * Husband_Education) > 156,199,2,29.87982959465126,17.112454145397056,8.892295852289786,8.892295852289786,(target * Husband_Education),>,156.0,1,1,3,0,0,0.0,0,0,7,4.0,0.2,0.06081006262521797,7.0,False,0.7353509826332647,8.892295852289786,0.000999000999000999
(Contraceptive_Method / Wife_Education) <= 0.33,175,2,30.72924093238621,17.96186548313201,8.752770310048032,8.752770310048032,(Contraceptive_Method / Wife_Education),<=,0.33,1,1,3,0,0,0.01,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.7295591207696395,8.752770310048032,0.000999000999000999
(Husband_Occupation + target) > 45,193,2,29.00213226835142,16.234756819097218,8.308057815454083,8.308057815454083,(Husband_Occupation + target),>,45.0,1,1,3,0,0,0.0,0,0,7,4.0,0.2,0.06081006262521797,7.0,False,0.7107837336712866,8.308057815454083,0.000999000999000999
(Children - target) <= -38,236,2,30.89079486257467,18.123419413320466,10.255839375888606,10.255839375888606,(Children - target),<=,-38.0,1,1,4,0,0,0.0,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.556506526423024,10.255839375888606,0.000999000999000999
(Wife_religion - target) <= -42,240,2,26.951066523323856,14.183691074069653,8.094125844659459,8.094125844659459,(Wife_religion - target),<=,-42.0,1,1,4,0,0,0.0,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.4943899489266335,8.094125844659459,0.000999000999000999
(Contraceptive_Method - target) <= -41,245,2,26.73180804180211,13.964432592547908,8.051585407523492,8.051585407523492,(Contraceptive_Method - target),<=,-41.0,1,1,4,0,0,0.0,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.49308905048533724,8.051585407523492,0.000999000999000999
(SOLI - target) <= -40,218,2,27.372540812264067,14.605165363009863,7.943461468223813,7.943461468223813,(SOLI - target),<=,-40.0,1,1,4,0,0,0.0,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.4897670381481052,7.943461468223813,0.000999000999000999
(Husband_Occupation - target) <= -41,233,2,27.9144910564753,15.147115607221096,8.516927856208648,8.516927856208648,(Husband_Occupation - target),<=,-41.0,1,1,5,0,0,0.0,0,0,10,6.0,0.14285714285714285,0.014995576820477717,10.0,False,0.3573740980292827,8.516927856208648,0.000999000999000999
(Husband_Education - target) <= -40,217,2,28.162695645916337,15.395320196662134,8.35398441570265,8.35398441570265,(Husband_Education - target),<=,-40.0,1,1,5,0,0,0.0,0,0,10,6.0,0.14285714285714285,0.014995576820477717,10.0,False,0.35393899907009785,8.35398441570265,0.000999000999000999
